ts_client,phase,type,thread_id,query_name,latency_ms,freshness_ms,extra
1768291120164,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,1768291120147,
1768291120212,htap,OLAP_QUERY,4,MAIN_OLAP,21,1768291120148,
1768291120212,htap,OLAP_QUERY,1,MAIN_OLAP,35,1768291120148,
1768291120255,htap,OLAP_QUERY,3,MAIN_OLAP,43,1768291120148,
1768291120263,htap,OLAP_QUERY,0,MAIN_OLAP,75,1768291120148,
1768291120265,htap,OLAP_QUERY,2,MAIN_OLAP,67,1768291120148,
1768291120416,htap,OLTP_BATCH,5,BATCH,213,,statements=1002
1768291120417,htap,OLTP_BATCH,2,BATCH,213,,statements=1002
1768291120418,htap,OLTP_BATCH,0,BATCH,214,,statements=1002
1768291120441,htap,OLTP_BATCH,9,BATCH,239,,statements=1002
1768291120446,htap,OLTP_BATCH,3,BATCH,244,,statements=1002
1768291120452,htap,OLTP_BATCH,1,BATCH,248,,statements=1002
1768291120489,htap,OLTP_BATCH,7,BATCH,288,,statements=1002
1768291120493,htap,OLTP_BATCH,8,BATCH,291,,statements=1002
1768291120511,htap,OLTP_BATCH,4,BATCH,309,,statements=1002
1768291120520,htap,OLTP_BATCH,6,BATCH,319,,statements=1002
1768291120539,htap,OLTP_BATCH,0,BATCH,95,,statements=1002
1768291120551,htap,OLTP_BATCH,1,BATCH,95,,statements=1002
1768291120562,htap,OLTP_BATCH,2,BATCH,120,,statements=1002
1768291120582,htap,OLTP_BATCH,3,BATCH,132,,statements=1002
1768291120599,htap,OLTP_BATCH,5,BATCH,158,,statements=1002
1768291120606,htap,OLTP_BATCH,9,BATCH,160,,statements=1002
1768291120664,htap,OLTP_BATCH,4,BATCH,149,,statements=1002
1768291120676,htap,OLTP_BATCH,1,BATCH,122,,statements=1002
1768291120689,htap,OLTP_BATCH,8,BATCH,182,,statements=1002
1768291120691,htap,OLTP_BATCH,7,BATCH,199,,statements=1002
1768291120696,htap,OLTP_BATCH,0,BATCH,150,,statements=1002
1768291120727,htap,OLTP_BATCH,2,BATCH,162,,statements=1002
1768291120735,htap,OLTP_BATCH,6,BATCH,209,,statements=1002
1768291120769,htap,OLTP_BATCH,3,BATCH,184,,statements=1002
1768291120778,htap,OLTP_BATCH,0,BATCH,79,,statements=1002
1768291120802,htap,OLAP_QUERY,4,MAIN_OLAP,36,361,
1768291120809,htap,OLTP_BATCH,5,BATCH,205,,statements=1002
1768291120827,htap,OLAP_QUERY,3,MAIN_OLAP,39,405,
1768291120845,htap,OLAP_QUERY,1,MAIN_OLAP,63,361,
1768291120851,htap,OLTP_BATCH,4,BATCH,183,,statements=1002
1768291120857,htap,OLTP_BATCH,9,BATCH,247,,statements=1002
1768291120876,htap,OLTP_BATCH,1,BATCH,182,,statements=1002
1768291120879,htap,OLAP_QUERY,2,MAIN_OLAP,55,423,
1768291120880,htap,OLAP_QUERY,0,MAIN_OLAP,38,409,
1768291120922,htap,OLTP_BATCH,0,BATCH,125,,statements=1002
1768291120926,htap,OLTP_BATCH,2,BATCH,196,,statements=1002
1768291120982,htap,OLTP_BATCH,6,BATCH,244,,statements=1002
1768291120988,htap,OLTP_BATCH,7,BATCH,292,,statements=1002
1768291121015,htap,OLTP_BATCH,8,BATCH,321,,statements=1002
1768291121030,htap,OLTP_BATCH,1,BATCH,151,,statements=1002
1768291121053,htap,OLTP_BATCH,0,BATCH,128,,statements=1002
1768291121065,htap,OLTP_BATCH,5,BATCH,253,,statements=1002
1768291121065,htap,OLTP_BATCH,3,BATCH,292,,statements=1002
1768291121080,htap,OLTP_BATCH,4,BATCH,223,,statements=1002
1768291121101,htap,OLTP_BATCH,2,BATCH,172,,statements=1002
1768291121174,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,811,
1768291121180,htap,OLTP_BATCH,0,BATCH,124,,statements=1002
1768291121186,htap,OLTP_BATCH,9,BATCH,324,,statements=1002
1768291121196,htap,OLTP_BATCH,1,BATCH,163,,statements=1002
1768291121262,htap,OLTP_BATCH,7,BATCH,271,,statements=1002
1768291121267,htap,OLTP_BATCH,6,BATCH,282,,statements=1002
1768291121285,htap,OLTP_BATCH,2,BATCH,181,,statements=1002
1768291121289,htap,OLTP_BATCH,3,BATCH,222,,statements=1002
1768291121325,htap,OLTP_BATCH,0,BATCH,143,,statements=1002
1768291121332,htap,OLAP_QUERY,4,MAIN_OLAP,11,957,
1768291121339,htap,OLTP_BATCH,4,BATCH,256,,statements=1002
1768291121347,htap,OLTP_BATCH,1,BATCH,148,,statements=1002
1768291121360,htap,OLTP_BATCH,8,BATCH,342,,statements=1002
1768291121367,htap,OLAP_QUERY,3,MAIN_OLAP,17,973,
1768291121379,htap,OLAP_QUERY,1,MAIN_OLAP,20,991,
1768291121417,htap,OLAP_QUERY,2,MAIN_OLAP,25,1025,
1768291121424,htap,OLAP_QUERY,0,MAIN_OLAP,35,1027,
1768291121444,htap,OLTP_BATCH,5,BATCH,377,,statements=1002
1768291121472,htap,OLTP_BATCH,0,BATCH,145,,statements=1002
1768291121499,htap,OLTP_BATCH,3,BATCH,208,,statements=1002
1768291121518,htap,OLTP_BATCH,2,BATCH,231,,statements=1002
1768291121544,htap,OLTP_BATCH,9,BATCH,355,,statements=1002
1768291121562,htap,OLTP_BATCH,1,BATCH,212,,statements=1002
1768291121612,htap,OLTP_BATCH,6,BATCH,343,,statements=1002
1768291121626,htap,OLTP_BATCH,7,BATCH,361,,statements=1002
1768291121642,htap,OLTP_BATCH,4,BATCH,301,,statements=1002
1768291121649,htap,OLTP_BATCH,0,BATCH,174,,statements=1002
1768291121730,htap,OLTP_BATCH,2,BATCH,210,,statements=1002
1768291121753,htap,OLTP_BATCH,5,BATCH,306,,statements=1002
1768291121771,htap,OLTP_BATCH,8,BATCH,407,,statements=1002
1768291121804,htap,OLTP_BATCH,1,BATCH,240,,statements=1002
1768291121811,htap,OLTP_BATCH,3,BATCH,309,,statements=1002
1768291121814,htap,OLTP_BATCH,0,BATCH,162,,statements=1002
1768291121865,htap,OLAP_QUERY,4,MAIN_OLAP,24,1468,
1768291121897,htap,OLAP_QUERY,3,MAIN_OLAP,16,1503,
1768291121901,htap,OLAP_QUERY,1,MAIN_OLAP,12,1515,
1768291121945,htap,OLAP_QUERY,2,MAIN_OLAP,16,1553,
1768291121951,htap,OLAP_QUERY,0,MAIN_OLAP,16,1561,
1768291121965,htap,OLTP_BATCH,4,BATCH,321,,statements=1002
1768291121981,htap,OLTP_BATCH,9,BATCH,434,,statements=1002
1768291122020,htap,OLTP_BATCH,6,BATCH,405,,statements=1002
1768291122030,htap,OLTP_BATCH,1,BATCH,223,,statements=1002
1768291122031,htap,OLTP_BATCH,2,BATCH,298,,statements=1002
1768291122042,htap,OLTP_BATCH,7,BATCH,413,,statements=1002
1768291122067,htap,OLTP_BATCH,0,BATCH,251,,statements=1002
1768291122158,htap,OLTP_BATCH,5,BATCH,403,,statements=1002
1768291122187,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,1811,
1768291122223,htap,OLTP_BATCH,1,BATCH,190,,statements=1002
1768291122227,htap,OLTP_BATCH,0,BATCH,157,,statements=1002
1768291122250,htap,OLTP_BATCH,3,BATCH,437,,statements=1002
1768291122276,htap,OLTP_BATCH,8,BATCH,502,,statements=1002
1768291122295,htap,OLTP_BATCH,2,BATCH,262,,statements=1002
1768291122346,htap,OLTP_BATCH,4,BATCH,378,,statements=1002
1768291122382,htap,OLAP_QUERY,4,MAIN_OLAP,9,1931,
1768291122387,htap,OLTP_BATCH,0,BATCH,157,,statements=1002
1768291122419,htap,OLAP_QUERY,3,MAIN_OLAP,13,1963,
1768291122420,htap,OLAP_QUERY,1,MAIN_OLAP,11,1967,
1768291122430,htap,OLTP_BATCH,1,BATCH,205,,statements=1002
1768291122432,htap,OLTP_BATCH,6,BATCH,409,,statements=1002
1768291122466,htap,OLAP_QUERY,2,MAIN_OLAP,8,2011,
1768291122468,htap,OLAP_QUERY,0,MAIN_OLAP,10,2017,
1768291122485,htap,OLTP_BATCH,7,BATCH,441,,statements=1002
1768291122486,htap,OLTP_BATCH,9,BATCH,492,,statements=1002
1768291122500,htap,OLTP_BATCH,5,BATCH,340,,statements=1002
1768291122533,htap,OLTP_BATCH,0,BATCH,144,,statements=1002
1768291122556,htap,OLTP_BATCH,3,BATCH,304,,statements=1002
1768291122556,htap,OLTP_BATCH,2,BATCH,243,,statements=1002
1768291122628,htap,OLTP_BATCH,1,BATCH,196,,statements=1002
1768291122663,htap,OLTP_BATCH,0,BATCH,128,,statements=1002
1768291122669,htap,OLTP_BATCH,4,BATCH,321,,statements=1002
1768291122757,htap,OLTP_BATCH,8,BATCH,478,,statements=1002
1768291122828,htap,OLTP_BATCH,6,BATCH,394,,statements=1002
1768291122860,htap,OLTP_BATCH,2,BATCH,301,,statements=1002
1768291122885,htap,OLTP_BATCH,3,BATCH,326,,statements=1002
1768291122892,htap,OLTP_BATCH,0,BATCH,214,,statements=1002
1768291122908,htap,OLTP_BATCH,1,BATCH,278,,statements=1002
1768291122923,htap,OLAP_QUERY,4,MAIN_OLAP,25,2448,
1768291122949,htap,OLTP_BATCH,5,BATCH,447,,statements=1002
1768291122956,htap,OLAP_QUERY,1,MAIN_OLAP,16,2486,
1768291122969,htap,OLAP_QUERY,3,MAIN_OLAP,39,2485,
1768291122988,htap,OLAP_QUERY,0,MAIN_OLAP,11,2535,
1768291122993,htap,OLAP_QUERY,2,MAIN_OLAP,17,2532,
1768291122998,htap,OLTP_BATCH,7,BATCH,511,,statements=1002
1768291123071,htap,OLTP_BATCH,9,BATCH,583,,statements=1002
1768291123089,htap,OLTP_BATCH,4,BATCH,418,,statements=1002
1768291123103,htap,OLTP_BATCH,0,BATCH,209,,statements=1002
1768291123146,htap,OLTP_BATCH,2,BATCH,284,,statements=1002
1768291123178,htap,OLTP_BATCH,1,BATCH,267,,statements=1002
1768291123196,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,2711,
1768291123270,htap,OLTP_BATCH,3,BATCH,383,,statements=1002
1768291123277,htap,OLTP_BATCH,8,BATCH,517,,statements=1002
1768291123317,htap,OLTP_BATCH,0,BATCH,212,,statements=1002
1768291123355,htap,OLTP_BATCH,6,BATCH,525,,statements=1002
1768291123402,htap,OLTP_BATCH,5,BATCH,451,,statements=1002
1768291123402,htap,OLTP_BATCH,1,BATCH,222,,statements=1002
1768291123417,htap,OLTP_BATCH,2,BATCH,269,,statements=1002
1768291123454,htap,OLAP_QUERY,4,MAIN_OLAP,10,2949,
1768291123478,htap,OLAP_QUERY,1,MAIN_OLAP,10,2980,
1768291123480,htap,OLTP_BATCH,0,BATCH,161,,statements=1002
1768291123486,htap,OLAP_QUERY,3,MAIN_OLAP,10,2993,
1768291123497,htap,OLTP_BATCH,7,BATCH,497,,statements=1002
1768291123505,htap,OLTP_BATCH,4,BATCH,414,,statements=1002
1768291123517,htap,OLAP_QUERY,0,MAIN_OLAP,9,3012,
1768291123519,htap,OLAP_QUERY,2,MAIN_OLAP,12,3017,
1768291123609,htap,OLTP_BATCH,3,BATCH,337,,statements=1002
1768291123633,htap,OLTP_BATCH,9,BATCH,560,,statements=1002
1768291123646,htap,OLTP_BATCH,0,BATCH,163,,statements=1002
1768291123657,htap,OLTP_BATCH,1,BATCH,252,,statements=1002
1768291123680,htap,OLTP_BATCH,2,BATCH,261,,statements=1002
1768291123825,htap,OLTP_BATCH,6,BATCH,468,,statements=1002
1768291123825,htap,OLTP_BATCH,0,BATCH,177,,statements=1002
1768291123858,htap,OLTP_BATCH,5,BATCH,454,,statements=1002
1768291123866,htap,OLTP_BATCH,8,BATCH,586,,statements=1002
1768291123907,htap,OLTP_BATCH,1,BATCH,247,,statements=1002
1768291123934,htap,OLTP_BATCH,4,BATCH,426,,statements=1002
1768291123976,htap,OLAP_QUERY,4,MAIN_OLAP,11,3390,
1768291123983,htap,OLTP_BATCH,3,BATCH,371,,statements=1002
1768291124009,htap,OLTP_BATCH,0,BATCH,180,,statements=1002
1768291124012,htap,OLTP_BATCH,2,BATCH,330,,statements=1002
1768291124016,htap,OLAP_QUERY,1,MAIN_OLAP,12,3414,
1768291124031,htap,OLAP_QUERY,3,MAIN_OLAP,17,3422,
1768291124047,htap,OLAP_QUERY,2,MAIN_OLAP,19,3455,
1768291124055,htap,OLAP_QUERY,0,MAIN_OLAP,26,3454,
1768291124112,htap,OLTP_BATCH,7,BATCH,613,,statements=1002
1768291124171,htap,OLTP_BATCH,1,BATCH,262,,statements=1002
1768291124206,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,3632,
1768291124213,htap,OLTP_BATCH,0,BATCH,201,,statements=1002
1768291124256,htap,OLTP_BATCH,9,BATCH,620,,statements=1002
1768291124344,htap,OLTP_BATCH,5,BATCH,483,,statements=1002
1768291124368,htap,OLTP_BATCH,2,BATCH,353,,statements=1002
1768291124369,htap,OLTP_BATCH,6,BATCH,541,,statements=1002
1768291124370,htap,OLTP_BATCH,4,BATCH,434,,statements=1002
1768291124381,htap,OLTP_BATCH,3,BATCH,394,,statements=1002
1768291124396,htap,OLTP_BATCH,0,BATCH,181,,statements=1002
1768291124433,htap,OLTP_BATCH,1,BATCH,259,,statements=1002
1768291124471,htap,OLTP_BATCH,8,BATCH,603,,statements=1002
1768291124503,htap,OLAP_QUERY,4,MAIN_OLAP,11,3913,
1768291124541,htap,OLAP_QUERY,1,MAIN_OLAP,12,3952,
1768291124561,htap,OLAP_QUERY,3,MAIN_OLAP,20,3967,
1768291124562,htap,OLTP_BATCH,0,BATCH,163,,statements=1002
1768291124570,htap,OLAP_QUERY,2,MAIN_OLAP,9,3983,
1768291124584,htap,OLAP_QUERY,0,MAIN_OLAP,16,3991,
1768291124712,htap,OLTP_BATCH,7,BATCH,598,,statements=1002
1768291124749,htap,OLTP_BATCH,1,BATCH,314,,statements=1002
1768291124758,htap,OLTP_BATCH,2,BATCH,387,,statements=1002
1768291124775,htap,OLTP_BATCH,3,BATCH,392,,statements=1002
1768291124805,htap,OLTP_BATCH,0,BATCH,240,,statements=1002
1768291124833,htap,OLTP_BATCH,5,BATCH,487,,statements=1002
1768291124851,htap,OLTP_BATCH,4,BATCH,478,,statements=1002
1768291124953,htap,OLTP_BATCH,6,BATCH,581,,statements=1002
1768291124964,htap,OLTP_BATCH,9,BATCH,706,,statements=1002
1768291125000,htap,OLTP_BATCH,0,BATCH,193,,statements=1002
1768291125017,htap,OLAP_QUERY,4,MAIN_OLAP,8,4420,
1768291125038,htap,OLTP_BATCH,1,BATCH,287,,statements=1002
1768291125055,htap,OLTP_BATCH,8,BATCH,581,,statements=1002
1768291125060,htap,OLAP_QUERY,1,MAIN_OLAP,9,4458,
1768291125079,htap,OLAP_QUERY,3,MAIN_OLAP,11,4478,
1768291125091,htap,OLAP_QUERY,2,MAIN_OLAP,13,4487,
1768291125097,htap,OLAP_QUERY,0,MAIN_OLAP,6,4502,
1768291125120,htap,OLTP_BATCH,2,BATCH,359,,statements=1002
1768291125171,htap,OLTP_BATCH,3,BATCH,393,,statements=1002
1768291125203,htap,OLTP_BATCH,0,BATCH,201,,statements=1002
1768291125216,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,4623,
1768291125300,htap,OLTP_BATCH,7,BATCH,585,,statements=1002
1768291125305,htap,OLTP_BATCH,4,BATCH,448,,statements=1002
1768291125325,htap,OLTP_BATCH,5,BATCH,490,,statements=1002
1768291125340,htap,OLTP_BATCH,1,BATCH,299,,statements=1002
1768291125390,htap,OLTP_BATCH,0,BATCH,184,,statements=1002
1768291125508,htap,OLTP_BATCH,2,BATCH,387,,statements=1002
1768291125534,htap,OLAP_QUERY,4,MAIN_OLAP,10,4801,
1768291125576,htap,OLAP_QUERY,1,MAIN_OLAP,8,4844,
1768291125602,htap,OLTP_BATCH,6,BATCH,647,,statements=1002
1768291125606,htap,OLAP_QUERY,3,MAIN_OLAP,9,4863,
1768291125617,htap,OLTP_BATCH,0,BATCH,225,,statements=1002
1768291125633,htap,OLAP_QUERY,0,MAIN_OLAP,21,4881,
1768291125637,htap,OLAP_QUERY,2,MAIN_OLAP,29,4876,
1768291125654,htap,OLTP_BATCH,1,BATCH,312,,statements=1002
1768291125659,htap,OLTP_BATCH,9,BATCH,693,,statements=1002
1768291125706,htap,OLTP_BATCH,3,BATCH,532,,statements=1002
1768291125848,htap,OLTP_BATCH,0,BATCH,229,,statements=1002
1768291125856,htap,OLTP_BATCH,8,BATCH,799,,statements=1002
1768291125909,htap,OLTP_BATCH,4,BATCH,601,,statements=1002
1768291125930,htap,OLTP_BATCH,2,BATCH,420,,statements=1002
1768291125976,htap,OLTP_BATCH,1,BATCH,320,,statements=1002
1768291126030,htap,OLTP_BATCH,5,BATCH,703,,statements=1002
1768291126037,htap,OLTP_BATCH,7,BATCH,735,,statements=1002
1768291126055,htap,OLAP_QUERY,4,MAIN_OLAP,14,5318,
1768291126075,htap,OLTP_BATCH,0,BATCH,225,,statements=1002
1768291126094,htap,OLAP_QUERY,1,MAIN_OLAP,13,5360,
1768291126129,htap,OLAP_QUERY,3,MAIN_OLAP,8,5390,
1768291126152,htap,OLAP_QUERY,0,MAIN_OLAP,11,5417,
1768291126154,htap,OLAP_QUERY,2,MAIN_OLAP,9,5422,
1768291126196,htap,OLTP_BATCH,3,BATCH,488,,statements=1002
1768291126234,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,5500,
1768291126268,htap,OLTP_BATCH,6,BATCH,664,,statements=1002
1768291126309,htap,OLTP_BATCH,0,BATCH,232,,statements=1002
1768291126338,htap,OLTP_BATCH,1,BATCH,360,,statements=1002
1768291126370,htap,OLTP_BATCH,2,BATCH,438,,statements=1002
1768291126479,htap,OLTP_BATCH,9,BATCH,817,,statements=1002
1768291126492,htap,OLTP_BATCH,4,BATCH,581,,statements=1002
1768291126579,htap,OLAP_QUERY,4,MAIN_OLAP,10,5736,
1768291126593,htap,OLTP_BATCH,0,BATCH,282,,statements=1002
1768291126619,htap,OLAP_QUERY,1,MAIN_OLAP,9,5776,
1768291126645,htap,OLAP_QUERY,3,MAIN_OLAP,9,5810,
1768291126667,htap,OLAP_QUERY,0,MAIN_OLAP,9,5833,
1768291126676,htap,OLAP_QUERY,2,MAIN_OLAP,11,5836,
1768291126685,htap,OLTP_BATCH,5,BATCH,652,,statements=1002
1768291126711,htap,OLTP_BATCH,1,BATCH,370,,statements=1002
1768291126735,htap,OLTP_BATCH,3,BATCH,537,,statements=1002
1768291126800,htap,OLTP_BATCH,8,BATCH,942,,statements=1002
1768291126841,htap,OLTP_BATCH,2,BATCH,468,,statements=1002
1768291126866,htap,OLTP_BATCH,7,BATCH,827,,statements=1002
1768291126873,htap,OLTP_BATCH,0,BATCH,278,,statements=1002
1768291127028,htap,OLTP_BATCH,6,BATCH,758,,statements=1002
1768291127078,htap,OLTP_BATCH,1,BATCH,365,,statements=1002
1768291127081,htap,OLTP_BATCH,4,BATCH,586,,statements=1002
1768291127117,htap,OLAP_QUERY,4,MAIN_OLAP,20,6144,
1768291127118,htap,OLTP_BATCH,0,BATCH,242,,statements=1002
1768291127136,htap,OLAP_QUERY,1,MAIN_OLAP,10,6184,
1768291127174,htap,OLAP_QUERY,3,MAIN_OLAP,15,6211,
1768291127206,htap,OLAP_QUERY,0,MAIN_OLAP,12,6233,
1768291127213,htap,OLAP_QUERY,2,MAIN_OLAP,23,6241,
1768291127249,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,6299,
1768291127314,htap,OLTP_BATCH,2,BATCH,471,,statements=1002
1768291127337,htap,OLTP_BATCH,0,BATCH,217,,statements=1002
1768291127350,htap,OLTP_BATCH,3,BATCH,613,,statements=1002
1768291127368,htap,OLTP_BATCH,5,BATCH,680,,statements=1002
1768291127423,htap,OLTP_BATCH,9,BATCH,942,,statements=1002
1768291127423,htap,OLTP_BATCH,1,BATCH,343,,statements=1002
1768291127588,htap,OLTP_BATCH,0,BATCH,248,,statements=1002
1768291127634,htap,OLAP_QUERY,4,MAIN_OLAP,10,6682,
1768291127649,htap,OLTP_BATCH,8,BATCH,847,,statements=1002
1768291127657,htap,OLAP_QUERY,1,MAIN_OLAP,10,6701,
1768291127689,htap,OLAP_QUERY,3,MAIN_OLAP,8,6739,
1768291127700,htap,OLTP_BATCH,7,BATCH,832,,statements=1002
1768291127704,htap,OLTP_BATCH,4,BATCH,621,,statements=1002
1768291127725,htap,OLAP_QUERY,0,MAIN_OLAP,9,6771,
1768291127727,htap,OLAP_QUERY,2,MAIN_OLAP,8,6778,
1768291127732,htap,OLTP_BATCH,2,BATCH,415,,statements=1002
1768291127745,htap,OLTP_BATCH,6,BATCH,715,,statements=1002
1768291127828,htap,OLTP_BATCH,0,BATCH,238,,statements=1002
1768291127834,htap,OLTP_BATCH,1,BATCH,408,,statements=1002
1768291127858,htap,OLTP_BATCH,3,BATCH,506,,statements=1002
1768291128000,htap,OLTP_BATCH,5,BATCH,631,,statements=1002
1768291128074,htap,OLTP_BATCH,0,BATCH,244,,statements=1002
1768291128142,htap,OLTP_BATCH,1,BATCH,306,,statements=1002
1768291128155,htap,OLAP_QUERY,4,MAIN_OLAP,8,6940,
1768291128171,htap,OLAP_QUERY,1,MAIN_OLAP,9,6963,
1768291128204,htap,OLAP_QUERY,3,MAIN_OLAP,8,6995,
1768291128241,htap,OLTP_BATCH,2,BATCH,507,,statements=1002
1768291128242,htap,OLAP_QUERY,0,MAIN_OLAP,10,7031,
1768291128244,htap,OLAP_QUERY,2,MAIN_OLAP,10,7034,
1768291128255,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,7055,
1768291128273,htap,OLTP_BATCH,4,BATCH,567,,statements=1002
1768291128344,htap,OLTP_BATCH,0,BATCH,268,,statements=1002
1768291128380,htap,OLTP_BATCH,3,BATCH,520,,statements=1002
1768291128398,htap,OLTP_BATCH,9,BATCH,973,,statements=1002
1768291128491,htap,OLTP_BATCH,7,BATCH,788,,statements=1002
1768291128513,htap,OLTP_BATCH,1,BATCH,368,,statements=1002
1768291128538,htap,OLTP_BATCH,6,BATCH,791,,statements=1002
1768291128582,htap,OLTP_BATCH,8,BATCH,931,,statements=1002
1768291128615,htap,OLTP_BATCH,0,BATCH,269,,statements=1002
1768291128674,htap,OLAP_QUERY,4,MAIN_OLAP,9,7175,
1768291128685,htap,OLAP_QUERY,1,MAIN_OLAP,8,7191,
1768291128686,htap,OLTP_BATCH,2,BATCH,443,,statements=1002
1768291128718,htap,OLAP_QUERY,3,MAIN_OLAP,9,7224,
1768291128768,htap,OLAP_QUERY,0,MAIN_OLAP,12,7263,
1768291128768,htap,OLAP_QUERY,2,MAIN_OLAP,10,7265,
1768291128790,htap,OLTP_BATCH,5,BATCH,788,,statements=1002
1768291128870,htap,OLTP_BATCH,1,BATCH,355,,statements=1002
1768291128877,htap,OLTP_BATCH,0,BATCH,260,,statements=1002
1768291128915,htap,OLTP_BATCH,4,BATCH,640,,statements=1002
1768291128941,htap,OLTP_BATCH,3,BATCH,560,,statements=1002
1768291129159,htap,OLTP_BATCH,0,BATCH,280,,statements=1002
1768291129196,htap,OLAP_QUERY,4,MAIN_OLAP,13,7694,
1768291129207,htap,OLAP_QUERY,1,MAIN_OLAP,14,7705,
1768291129226,htap,OLTP_BATCH,2,BATCH,537,,statements=1002
1768291129232,htap,OLAP_QUERY,3,MAIN_OLAP,8,7738,
1768291129255,htap,OLTP_BATCH,1,BATCH,383,,statements=1002
1768291129261,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,7775,
1768291129282,htap,OLAP_QUERY,2,MAIN_OLAP,9,7788,
1768291129287,htap,OLAP_QUERY,0,MAIN_OLAP,13,7788,
1768291129336,htap,OLTP_BATCH,6,BATCH,796,,statements=1002
1768291129371,htap,OLTP_BATCH,7,BATCH,878,,statements=1002
1768291129422,htap,OLTP_BATCH,9,BATCH,1022,,statements=1002
1768291129450,htap,OLTP_BATCH,0,BATCH,287,,statements=1002
1768291129470,htap,OLTP_BATCH,8,BATCH,886,,statements=1002
1768291129525,htap,OLTP_BATCH,3,BATCH,582,,statements=1002
1768291129554,htap,OLTP_BATCH,4,BATCH,636,,statements=1002
1768291129575,htap,OLTP_BATCH,5,BATCH,783,,statements=1002
1768291129685,htap,OLTP_BATCH,1,BATCH,429,,statements=1002
1768291129725,htap,OLAP_QUERY,4,MAIN_OLAP,23,8036,
1768291129740,htap,OLAP_QUERY,1,MAIN_OLAP,22,8047,
1768291129742,htap,OLTP_BATCH,0,BATCH,290,,statements=1002
1768291129748,htap,OLAP_QUERY,3,MAIN_OLAP,10,8072,
1768291129771,htap,OLTP_BATCH,2,BATCH,543,,statements=1002
1768291129808,htap,OLAP_QUERY,2,MAIN_OLAP,14,8122,
1768291129812,htap,OLAP_QUERY,0,MAIN_OLAP,15,8127,
1768291130007,htap,OLTP_BATCH,0,BATCH,263,,statements=1002
1768291130110,htap,OLTP_BATCH,3,BATCH,583,,statements=1002
1768291130116,htap,OLTP_BATCH,1,BATCH,429,,statements=1002
1768291130238,htap,OLTP_BATCH,4,BATCH,682,,statements=1002
1768291130240,htap,OLTP_BATCH,7,BATCH,867,,statements=1002
1768291130242,htap,OLTP_BATCH,6,BATCH,904,,statements=1002
1768291130245,htap,OLAP_QUERY,4,MAIN_OLAP,10,8565,
1768291130256,htap,OLAP_QUERY,1,MAIN_OLAP,9,8580,
1768291130264,htap,OLAP_QUERY,3,MAIN_OLAP,10,8588,
1768291130269,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,8601,
1768291130303,htap,OLTP_BATCH,0,BATCH,294,,statements=1002
1768291130328,htap,OLAP_QUERY,2,MAIN_OLAP,10,8234,
1768291130337,htap,OLAP_QUERY,0,MAIN_OLAP,11,8238,
1768291130387,htap,OLTP_BATCH,2,BATCH,614,,statements=1002
1768291130456,htap,OLTP_BATCH,8,BATCH,983,,statements=1002
1768291130456,htap,OLTP_BATCH,5,BATCH,878,,statements=1002
1768291130469,htap,OLTP_BATCH,9,BATCH,1045,,statements=1002
1768291130579,htap,OLTP_BATCH,0,BATCH,273,,statements=1002
1768291130594,htap,OLTP_BATCH,1,BATCH,476,,statements=1002
1768291130764,htap,OLAP_QUERY,4,MAIN_OLAP,10,8670,
1768291130778,htap,OLAP_QUERY,1,MAIN_OLAP,15,8681,
1768291130784,htap,OLAP_QUERY,3,MAIN_OLAP,13,8690,
1768291130855,htap,OLAP_QUERY,2,MAIN_OLAP,17,8753,
1768291130859,htap,OLTP_BATCH,3,BATCH,746,,statements=1002
1768291130869,htap,OLAP_QUERY,0,MAIN_OLAP,22,8762,
1768291130895,htap,OLTP_BATCH,2,BATCH,506,,statements=1002
1768291130899,htap,OLTP_BATCH,0,BATCH,318,,statements=1002
1768291130904,htap,OLTP_BATCH,4,BATCH,664,,statements=1002
1768291130990,htap,OLTP_BATCH,1,BATCH,394,,statements=1002
1768291131149,htap,OLTP_BATCH,6,BATCH,905,,statements=1002
1768291131178,htap,OLTP_BATCH,0,BATCH,277,,statements=1002
1768291131276,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,8704,
1768291131293,htap,OLAP_QUERY,4,MAIN_OLAP,11,8699,
1768291131306,htap,OLAP_QUERY,1,MAIN_OLAP,20,8713,
1768291131308,htap,OLAP_QUERY,3,MAIN_OLAP,17,8719,
1768291131312,htap,OLTP_BATCH,5,BATCH,854,,statements=1002
1768291131382,htap,OLAP_QUERY,2,MAIN_OLAP,10,8791,
1768291131388,htap,OLAP_QUERY,0,MAIN_OLAP,13,8804,
1768291131406,htap,OLTP_BATCH,2,BATCH,510,,statements=1002
1768291131408,htap,OLTP_BATCH,7,BATCH,1166,,statements=1002
